"key","component","line","severity","type","message"
"913364f5-603f-4a49-b5a5-5f5106afba89","project1_2:chipspokerschool-main/src/components/ui/command.tsx","42","MAJOR","CODE_SMELL","Unknown property 'cmdk-input-wrapper' found"
"c3ac7e86-115b-4ea4-9ec3-c2a78732c8cc","project1_2:chipspokerschool-main/src/components/ui/form.tsx","27","MAJOR","CODE_SMELL","The object passed as the value prop to the Context provider changes every render. To fix this consider wrapping it in a useMemo hook."
"e4581f20-2acc-4cbb-85cb-2cb812e19a38","project1_2:chipspokerschool-main/src/components/ui/form.tsx","67","MAJOR","CODE_SMELL","The object passed as the value prop to the Context provider changes every render. To fix this consider wrapping it in a useMemo hook."
"7968ac29-d4ab-4205-b72d-080c0877020b","project1_2:chipspokerschool-main/src/components/ui/form.tsx","93","MINOR","CODE_SMELL","Unexpected negated condition."
"75babf21-3c0a-4711-b493-3cd4565af133","project1_2:chipspokerschool-main/src/components/ui/input-otp.tsx","54","MAJOR","CODE_SMELL","Use <hr> instead of the ""separator"" role to ensure accessibility across all devices."
"97788b6a-b22c-4711-8a9f-e3db10cd52aa","project1_2:chipspokerschool-main/src/components/ui/pagination.tsx","35","MINOR","CODE_SMELL","Anchors must have content and the content must be accessible by a screen reader."
"691200f3-c41c-4848-bb53-b123ebbd28bf","project1_2:chipspokerschool-main/src/components/ui/sidebar.tsx","87","MINOR","CODE_SMELL","Prefer `globalThis` over `window`."
"1de923c9-005a-4bd9-b5f3-af4fe2a01977","project1_2:chipspokerschool-main/src/components/ui/sidebar.tsx","88","MINOR","CODE_SMELL","Prefer `globalThis` over `window`."
"10fa8a05-4b1b-4a83-8eee-9f085c7a5b55","project1_2:chipspokerschool-main/src/components/ui/sonner.tsx","27","MINOR","CODE_SMELL","Use `export???from` to re-export `toast`."
"87cfb074-166b-4abe-b3c2-11c2751b2a18","project1_2:chipspokerschool-main/src/components/ui/table.tsx","8","MAJOR","BUG","Add a valid header row or column to this ""<table>""."
"1a05018d-f71f-4329-a079-cf4375d4e581","project1_2:chipspokerschool-main/src/components/ui/toggle-group.tsx","18","MAJOR","CODE_SMELL","The object passed as the value prop to the Context provider changes every render. To fix this consider wrapping it in a useMemo hook."
"5baf28d1-c8bc-405a-ac2e-5d7e082dfe7b","project1_2:chipspokerschool-main/src/components/ui/use-toast.ts","3","MINOR","CODE_SMELL","Use `export???from` to re-export `toast`."
"7c188322-82f0-49cd-a68d-ef2548670138","project1_2:chipspokerschool-main/src/components/ui/use-toast.ts","3","MINOR","CODE_SMELL","Use `export???from` to re-export `useToast`."
"86c78d1a-78fa-48ea-84ec-265cacdd2ef0","project1_2:chipspokerschool-main/src/contexts/AuthContext.tsx","16","MINOR","CODE_SMELL","Mark the props of the component as read-only."
"042784fd-dc8f-4a05-a21e-046efcac8aa0","project1_2:chipspokerschool-main/src/contexts/AuthContext.tsx","50","MINOR","CODE_SMELL","Prefer `globalThis` over `window`."
"2a1300d2-92a7-4ee4-a725-7c42a74033a4","project1_2:chipspokerschool-main/src/contexts/AuthContext.tsx","66","MAJOR","CODE_SMELL","The object passed as the value prop to the Context provider changes every render. To fix this consider wrapping it in a useMemo hook."
"55f4f1c0-6395-4cc1-9bef-a51c044264cc","project1_2:chipspokerschool-main/src/hooks/use-mobile.tsx","9","MINOR","CODE_SMELL","Prefer `globalThis` over `window`."
"e56394ee-0348-43e0-b6c2-c85c826aa52f","project1_2:chipspokerschool-main/src/integrations/supabase/types.ts","148","MINOR","CODE_SMELL","'never' is overridden by other types in this union type."
"e00b1d4f-8149-48aa-a26c-839f65467044","project1_2:chipspokerschool-main/src/integrations/supabase/types.ts","165","MINOR","CODE_SMELL","'never' is overridden by other types in this union type."
"cb4300a4-3cd4-4500-a5c6-8e3411dbd8a8","project1_2:chipspokerschool-main/src/main.tsx","5","MINOR","CODE_SMELL","This assertion is unnecessary since it does not change the type of the expression."
"e66ffb67-ee33-425a-afd6-f2e804697a18","project1_2:chipspokerschool-main/src/pages/Auth.tsx","55","CRITICAL","CODE_SMELL","Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed."
"81b87c56-d11a-4994-9e6b-b30601282520","project1_2:chipspokerschool-main/src/pages/Auth.tsx","136","MINOR","CODE_SMELL","Unexpected negated condition."
"9e053faa-257d-4caa-baa2-4295d84f6595","project1_2:chipspokerschool-main/src/pages/Auth.tsx","224","MAJOR","CODE_SMELL","Extract this nested ternary operation into an independent statement."
"8f885e36-3e66-4c4c-b1a3-5505a9b84bfa","project1_2:chipspokerschool-main/src/test/setup.ts","3","MINOR","CODE_SMELL","Prefer `globalThis` over `window`."
"11bdadae-4088-4287-a6b0-886dd71a80e5","project1_2:chipspokerschool-main/vite.config.ts","3","MINOR","CODE_SMELL","Prefer `node:path` over `path`."
"28c50bd6-fbf9-4a5b-9453-4c17544d471b","project1_2:chipspokerschool-main/vitest.config.ts","3","MINOR","CODE_SMELL","Prefer `node:path` over `path`."
"78d1aac2-76d4-41ea-a983-377a97fff17b","project1_1:receitasportugal-main/index.html","6","INFO","CODE_SMELL","Complete the task associated to this ""TODO"" comment."
"fc1029d6-71d1-4280-a8fd-0557e7712db2","project1_1:receitasportugal-main/index.html","11","INFO","CODE_SMELL","Complete the task associated to this ""TODO"" comment."
"91c8b29a-f60f-4b78-83a3-2ebea70e7f74","project1_1:receitasportugal-main/src/components/RecipeCard.tsx","94","MAJOR","CODE_SMELL","Extract this nested ternary operation into an independent statement."
"ee37995e-1dc5-40fb-adb2-49f35eb4f1ca","project1_1:receitasportugal-main/src/components/RecipeCard.tsx","156","MAJOR","CODE_SMELL","Do not use Array index in keys"
"f47706b1-99ce-4864-a8c8-891936f91952","project1_1:receitasportugal-main/src/components/RecipeCard.tsx","178","MAJOR","CODE_SMELL","Do not use Array index in keys"
"f5cb0f44-bb6f-4aa2-a5a4-aaf13a44b26b","project1_1:receitasportugal-main/src/components/ui/alert.tsx","31","MAJOR","CODE_SMELL","Headings must have content and the content must be accessible by a screen reader."
"3511b75e-6937-44ff-a767-72cdc9e3f736","project1_1:receitasportugal-main/src/components/ui/breadcrumb.tsx","50","MAJOR","CODE_SMELL","Use <a href=...>, or <area href=...> instead of the ""link"" role to ensure accessibility across all devices."
"9fff38ec-b160-4d5f-a27d-16abc42b0b78","project1_1:receitasportugal-main/src/components/ui/breadcrumb.tsx","63","MAJOR","CODE_SMELL","Use <img alt=...> instead of the ""presentation"" role to ensure accessibility across all devices."
"042e47ce-6dee-4dce-bfac-f5f83976e4b5","project1_1:receitasportugal-main/src/components/ui/breadcrumb.tsx","70","MAJOR","CODE_SMELL","Use <img alt=...> instead of the ""presentation"" role to ensure accessibility across all devices."
"c0b3bdb6-fa30-4fda-b886-0bd22cbaac18","project1_1:receitasportugal-main/src/components/ui/calendar.tsx","45","MAJOR","CODE_SMELL","Move this component definition out of the parent component and pass data as props."
"e4bc6ad1-ec0e-4739-aa87-3c9a50d1af28","project1_1:receitasportugal-main/src/components/ui/calendar.tsx","46","MAJOR","CODE_SMELL","Move this component definition out of the parent component and pass data as props."
"62ab7fbd-81c0-416d-aa0e-5ec4002c962c","project1_1:receitasportugal-main/src/components/ui/card.tsx","19","MAJOR","CODE_SMELL","Headings must have content and the content must be accessible by a screen reader."
"143d73f0-32d0-44c5-8f4e-ae8828188058","project1_1:receitasportugal-main/src/components/ui/carousel.tsx","107","MAJOR","CODE_SMELL","The object passed as the value prop to the Context provider changes every render. To fix this consider wrapping it in a useMemo hook."
"36089ca6-d297-4c15-a675-f67a7c40b49c","project1_1:receitasportugal-main/src/components/ui/carousel.tsx","118","MAJOR","CODE_SMELL","Use <section aria-label=...>, or <section aria-labelledby=...> instead of the ""region"" role to ensure accessibility across all devices."
"97869419-7d3e-4062-b11d-cd0ec6c8ee24","project1_1:receitasportugal-main/src/components/ui/carousel.tsx","156","MAJOR","CODE_SMELL","Use <details>, <fieldset>, <optgroup>, or <address> instead of the ""group"" role to ensure accessibility across all devices."
"02fa99c0-d926-4e0f-9ebb-816e9e541f2b","project1_1:receitasportugal-main/src/components/ui/chart.tsx","40","MINOR","CODE_SMELL","Prefer `String#replaceAll()` over `String#replace()`."
"1bc02f73-f08f-4973-9836-a0ef7df2a82e","project1_1:receitasportugal-main/src/components/ui/chart.tsx","43","MAJOR","CODE_SMELL","The object passed as the value prop to the Context provider changes every render. To fix this consider wrapping it in a useMemo hook."
"8a8d3e5d-dfa4-4a03-8ac9-c500d0c3f8e8","project1_1:receitasportugal-main/src/components/ui/chart.tsx","161","MINOR","CODE_SMELL","Unexpected negated condition."
"275895a8-09e4-469a-aee9-646f4001cb3d","project1_1:receitasportugal-main/src/components/ui/chart.tsx","300","MINOR","CODE_SMELL","This assertion is unnecessary since it does not change the type of the expression."
"b66b79b4-b156-43ab-a96b-e937ef3b21c2","project1_1:receitasportugal-main/src/components/ui/command.tsx","42","MAJOR","CODE_SMELL","Unknown property 'cmdk-input-wrapper' found"
"2cb98485-7dc0-4b6f-b9b3-68462196814f","project1_1:receitasportugal-main/src/components/ui/form.tsx","27","MAJOR","CODE_SMELL","The object passed as the value prop to the Context provider changes every render. To fix this consider wrapping it in a useMemo hook."
"29d7271e-95b0-40d3-bac5-135e86ce0a53","project1_1:receitasportugal-main/src/components/ui/form.tsx","67","MAJOR","CODE_SMELL","The object passed as the value prop to the Context provider changes every render. To fix this consider wrapping it in a useMemo hook."
"8b14d67e-27ff-41e9-a625-5e7c6a131ec4","project1_1:receitasportugal-main/src/components/ui/form.tsx","93","MINOR","CODE_SMELL","Unexpected negated condition."
"2f283d88-f4a8-4d2d-ba4f-ed0aabf01723","project1_1:receitasportugal-main/src/components/ui/input-otp.tsx","54","MAJOR","CODE_SMELL","Use <hr> instead of the ""separator"" role to ensure accessibility across all devices."
"4b0806b2-d5b0-47a0-8e55-ed73078c5dea","project1_1:receitasportugal-main/src/components/ui/pagination.tsx","35","MINOR","CODE_SMELL","Anchors must have content and the content must be accessible by a screen reader."
"4b71ba96-ca88-42fc-862e-1cd4c292ac5f","project1_1:receitasportugal-main/src/components/ui/sidebar.tsx","87","MINOR","CODE_SMELL","Prefer `globalThis` over `window`."
"a22f4edb-a9dd-402d-8bda-9d84373632d4","project1_1:receitasportugal-main/src/components/ui/sidebar.tsx","88","MINOR","CODE_SMELL","Prefer `globalThis` over `window`."
"b20bb676-811a-4a0d-8277-35249b86da1d","project1_1:receitasportugal-main/src/components/ui/sonner.tsx","27","MINOR","CODE_SMELL","Use `export???from` to re-export `toast`."
"fc6cdb9a-d3cb-4dc4-9eeb-b84d2487724d","project1_1:receitasportugal-main/src/components/ui/table.tsx","8","MAJOR","BUG","Add a valid header row or column to this ""<table>""."
"128c3bfe-575f-4bfa-809e-6fcc58c0ef90","project1_1:receitasportugal-main/src/components/ui/toggle-group.tsx","18","MAJOR","CODE_SMELL","The object passed as the value prop to the Context provider changes every render. To fix this consider wrapping it in a useMemo hook."
"5317ec17-e82a-40b1-90be-8a21d57f7f05","project1_1:receitasportugal-main/src/components/ui/use-toast.ts","3","MINOR","CODE_SMELL","Use `export???from` to re-export `useToast`."
"9bfd9eae-eb71-492b-a323-f7c61e70d13a","project1_1:receitasportugal-main/src/components/ui/use-toast.ts","3","MINOR","CODE_SMELL","Use `export???from` to re-export `toast`."
"38c7e791-3ae7-47bd-ae42-7abc2a0d9cd3","project1_1:receitasportugal-main/src/hooks/use-mobile.tsx","9","MINOR","CODE_SMELL","Prefer `globalThis` over `window`."
"4bfe363b-ef41-46a4-aea6-a683220744ed","project1_1:receitasportugal-main/src/integrations/supabase/types.ts","160","MINOR","CODE_SMELL","'never' is overridden by other types in this union type."
"98ad8b75-0287-424c-98ab-4581e1419575","project1_1:receitasportugal-main/src/integrations/supabase/types.ts","177","MINOR","CODE_SMELL","'never' is overridden by other types in this union type."
